tweet,emotion,clean_text,clean_text2
زندگی با خانواده یعنی من اعصابم را دوست ندارم.,0,زندگی با خانواده یعنی من اعصابم را دوست ندارم,"['زندگی', 'خانواده', 'اعصاب', 'دوست', 'ندار']"
هرشب با دست خالی میریم به جنگ خاطره ها و صبح که پامیشیم خستگی یه جنگ نابرابر رو دوشمون سنگینی میکنه,5,هرشب با دست خالی میریم به جنگ خاطره ها و صبح که پامیشیم خستگی یه جنگ نابرابر رو دوشمون سنگینی میکنه,"['هرشب', 'دست', 'خالی', 'میر', 'جنگ', 'خاطره', 'صبح', 'پامیشیم', 'خستگی', 'یه', 'جنگ', 'نابرابر', 'دوشمون', 'سنگینی', 'میکنه']"
تصویری عجیب از نشست راهبری و اقتصاد مقاومتی استاندار #یزد و مسئولان ارشد استان!,6,تصویری عجیب از نشست راهبری و اقتصاد مقاومتی استاندار و مسئولان ارشد استان,"['تصویر', 'عجیب', 'راهبری', 'اقتصاد', 'مقاومت', 'استاندار', 'مسئول', 'ارشد', 'استان']"
قانون منع بکار گیری #بازنشستگان #شهرداران را #معاف کرده!این #قانونگذاری مملکت خراب شده ما خیلی عجیبه!یه #قانون تصویب میشه بعدیه #تبصره میزنن قانون رو نفی میکنه.مثل این میمونه که بگن طبق قانون #دزدی کار #غیرقانونی است ولی تبصره #معافیت از این قانون برای #فقرا میاد. #مجلس_بی_عرضه,0,قانون منع بکار گیری را کردهاین مملکت خراب شده ما خیلی عجیبهیه تصویب میشه بعدیه میزنن قانون رو نفی میکنهمثل این میمونه که بگن طبق قانون کار است ولی تبصره از این قانون برای میاد,"['قانون', 'منع', 'بکار', 'کردهاین', 'مملکت', 'خرابشده', 'عجیبهیه', 'تصویب', 'میشه', 'بعدیه', 'میزنن', 'قانون', 'نفی', 'میکنهمثل', 'میمونه', 'بگن', 'قانون', 'کار', 'تبصره', 'قانون', 'میاد']"
یارو داشت با موبایل صحبت میکرد یهو داد زد :بابابزرگ شدم و دوباره ادامه صحبت شد بعد از تموم شدن حرفش همه بهش تبریک گفتن و پرسیدن حالا دختره یا پسر !!؟؟ با یک حالت غضبناک و ناراحت صداش دو رگه کرد گفت خب معلومه پسره دیگه ! میخوام بگم ما درست شدنی نیستیم !,5,یارو داشت با موبایل صحبت میکرد یهو داد زد بابابزرگ شدم و دوباره ادامه صحبت شد بعد از تموم شدن حرفش همه بهش تبریک گفتن و پرسیدن حالا دختره یا پسر با یک حالت غضبناک و ناراحت صداش دو رگه کرد گفت خب معلومه پسره دیگه میخوام بگم ما درست شدنی نیستیم,"['یارو', 'موبایل', 'صحبت', 'یهو', 'زد', 'بابابزرگ', 'شدم', 'ادامه', 'صحبت', 'تموم', 'حرفش', 'بهش', 'تبریک', 'گفتن', 'پرسیدن', 'دختره', 'پسر', 'حالت', 'غضبناک', 'ناراحت', 'صدا', 'رگه', 'خب', 'معلومه', 'پسره', 'دیگه', 'میخوام', 'بگم', 'درست', 'شدنی', 'نیستیم']"
بی بی سی گفته عملیات موفقیت آمیز تروریستی در تهران؟ واقعا همچین صفتی داده به این حملات تروریستی؟ کسی ضبط شده این رو داره؟,6,بی بی سی گفته عملیات موفقیت آمیز تروریستی در تهران واقعا همچین صفتی داده به این حملات تروریستی کسی ضبط شده این رو داره,"['بیبیسی', 'عملیات', 'موفقیتآمیز', 'تروریست', 'تهران', 'واقعا', 'همچین', 'صفت', 'حملات', 'تروریست', 'ضبطشده', 'داره']"
خیلی عجیبه تو انسانی یه موجود ناقص ، اونوقت انتظار داری طرف مقابلت کامل و بی نقص باشه ! فاک ایت بابا,0,خیلی عجیبه تو انسانی یه موجود ناقص اونوقت انتظار داری طرف مقابلت کامل و بی نقص باشه فاک ایت بابا,"['عجیبه', 'انسانی', 'یه', 'موجود', 'ناقص', 'اونوقت', 'انتظار', 'دار', 'مقابلت', 'بینقص', 'باشه', 'فاک', 'ایت', 'بابا']"
کاش بفهمید با هر استوری ای ک از تبریک تولد گفتن دوستاتون میزارید،ی فحش از طرف ما میخورید,0,کاش بفهمید با هر استوری ای ک از تبریک تولد گفتن دوستاتون میزاریدی فحش از طرف ما میخورید,"['کاش', 'بفهمید', 'استور', 'ای', 'ک', 'تبریک', 'تولد', 'گفتن', 'دوستاتون', 'میزاریدی', 'فحش', 'میخورید']"
چطور خودتون رو قانع میکنید که میشه با عذرخواهی یا استعفای صوری فلان عمله نظام انتقام خون اون انسانهای مظلومی که در طول این سالها در سطوح مختلف قربانی جنایت، خیانت و بیتفاوتی مسئولان شدن رو گرفت؟! فقط با سرنگونی این رژیم بیدادگر و محاکمه تکتک عوامل منحوسش، «شاید» آرام بگیریم.,0,چطور خودتون رو قانع میکنید که میشه با عذرخواهی یا استعفای صوری فلان عمله نظام انتقام خون اون انسانهای مظلومی که در طول این سالها در سطوح مختلف قربانی جنایت خیانت و بیتفاوتی مسئولان شدن رو گرفت فقط با سرنگونی این رژیم بیدادگر و محاکمه تکتک عوامل منحوسش شاید آرام بگیریم,"['چطور', 'خودتون', 'قانع', 'میکنید', 'میشه', 'عذرخواهی', 'استعفا', 'صوری', 'فلان', 'عمله', 'نظام', 'انتقام', 'خون', 'اون', 'انسان', 'مظلومی', 'سالها', 'سطوح', 'مختلف', 'قربانی', 'جنایت', 'خیانت', 'بیتفاوتی', 'مسئول', 'سرنگونی', 'رژیم', 'بیدادگر', 'محاکمه', 'تکتک', 'عوامل', 'منحوس', 'آرام', 'بگیر']"
" ""هدیه ام از تولدسلام ..من دیشب میخاستم از عابر پول انتقال بدم ..دستگاه ارور داد...اما پول از حسابم کم شده ...حالا باید چی کار کنم .ِِپولمو میخام...",5,هدیه ام از تولدسلام من دیشب میخاستم از عابر پول انتقال بدم دستگاه ارور داداما پول از حسابم کم شده حالا باید چی کار کنم پولمو میخام,"['هدیه', 'تولدسلام', 'دیشب', 'میخاستم', 'عابر', 'پول', 'انتقال', 'بدم', 'دستگاه', 'ارور', 'داداما', 'پول', 'حساب', 'چی', 'کار', 'پولمو', 'میخا']"
آقا بیا که بی تو پریشان شدن بس است از دوری تو پاره گریبان شدن بس است کنعان دل، بدون تو شادی پذیر نیست یوسف، ظهور کن که پریشان شدن بس است #امام_زمانم #اللهم_عجل_لولیک_الفرج,5,آقا بیا که بی تو پریشان شدن بس است از دوری تو پاره گریبان شدن بس است کنعان دل بدون تو شادی پذیر نیست یوسف ظهور کن که پریشان شدن بس است,"['آقا', 'بیا', 'پریشان', 'بس', 'دوری', 'پاره', 'گریبان', 'بس', 'کنعان', 'دل', 'شادی', 'پذیر', 'یوسف', 'ظهور', 'کن', 'پریشان', 'بس']"
میگم یه پرسپولیسی با خودتون ببرید مقر ای فی سی رو بهتون نشون بده شاید یه مرد سال اسیا گرفتید میگم یه پرسپولیسی با خودتون ببرید اگه بونجاح بهتون تجاوز کرد انتقانتون رو بگیره میگم یه پرسپولیسی با خودتون ببرید راه رو بهتون نشون بده تو ACL شیش تا شیش تا نخورید ببین ACL نه ۴جانبه!,4,میگم یه پرسپولیسی با خودتون ببرید مقر ای فی سی رو بهتون نشون بده شاید یه مرد سال اسیا گرفتید میگم یه پرسپولیسی با خودتون ببرید اگه بونجاح بهتون تجاوز کرد انتقانتون رو بگیره میگم یه پرسپولیسی با خودتون ببرید راه رو بهتون نشون بده تو ACL شیش تا شیش تا نخورید ببین ACL نه ۴جانبه,"['میگ', 'یه', 'پرسپولیس', 'خودتون', 'ببرید', 'مقر', 'فی', 'بهتون', 'نشون', 'بده', 'یه', 'مرد', 'سال', 'اسیا', 'گرفتید', 'میگ', 'یه', 'پرسپولیس', 'خودتون', 'ببرید', 'اگه', 'بونجاح', 'بهتون', 'تجاوز', 'انتقانتون', 'بگیره', 'میگ', 'یه', 'پرسپولیس', 'خودتون', 'ببرید', 'بهتون', 'نشون', 'بده', 'ACL', 'شیش', 'شیش', 'نخورید', 'ببین', 'ACL', 'جانبه']"
همهش هم که عشق و مهر و دوستی جواب نمیده. بعضیوقتها باید آتشِ خشم و کینه و نفرت رو توُ دلت زنده نگه داری.,3,همهش هم که عشق و مهر و دوستی جواب نمیده بعضیوقتها باید آتش خشم و کینه و نفرت رو تو دلت زنده نگه داری,"['همه', 'عشق', 'مهر', 'دوستی', 'جواب', 'نمیده', 'بعضیوقتها', 'آتش', 'خشم', 'کینه', 'نفرت', 'دل', 'زنده', 'نگهداری']"
من نه ادعا کردم وضع مردم خوبهاگه حوصله ام سر بره چی؟ یکی از بزرگترین ترس هامه. براش به صورت جدی برنامه ریزی میکنم. توی کوله زلزلم یه کتاب و چراغ قوه و کلی باطری گذاشته بودم که اگه سالم موندم مجبور شدم یه هفته منتظر بمونم اون زیر که پیدام کنن حوصلم سر نره. وحشتناکه یه هفته به آوار زل بزنی,1,من نه ادعا کردم وضع مردم خوبهاگه حوصله ام سر بره چی یکی از بزرگترین ترس هامه براش به صورت جدی برنامه ریزی میکنم توی کوله زلزلم یه کتاب و چراغ قوه و کلی باطری گذاشته بودم که اگه سالم موندم مجبور شدم یه هفته منتظر بمونم اون زیر که پیدام کنن حوصلم سر نره وحشتناکه یه هفته به آوار زل بزنی,"['ادعا', 'وضع', 'مردم', 'خوبهاگه', 'حوصله', 'سر', 'بره', 'چی', 'بزرگ', 'ترس', 'هامه', 'براش', 'صورت', 'برنامهریزی', 'توی', 'کوله', 'زلزل', 'یه', 'کتاب', 'چراغقوه', 'باطری', 'گذاشته_بودم', 'اگه', 'سالم', 'موندم', 'مجبور', 'شدم', 'یه', 'هفته', 'منتظر', 'بمونم', 'اون', 'پیدا', 'کنن', 'حوصل', 'سر', 'نره', 'وحشتناکه', 'یه', 'هفته', 'آوار', 'زل', 'بزن']"
خیلی بده که من وقتی از یکی بدم میاد همه کاراش میره رو اعصابم,0,خیلی بده که من وقتی از یکی بدم میاد همه کاراش میره رو اعصابم,"['بده', 'بدم', 'میاد', 'کارا', 'میره', 'اعصاب']"
همیشه بلافاصله بعد از لحظات شیرینی که تجربه کردم، یه حس پوچی و ترس بهم دست داده که نکنه یه روز چشم باز کنم و ببینم عامل چنین لحظاتی رو برای همیشه از دست دادم... خیلی حس بدیه و انرژیم رو ازم میگیره.,1,همیشه بلافاصله بعد از لحظات شیرینی که تجربه کردم یه حس پوچی و ترس بهم دست داده که نکنه یه روز چشم باز کنم و ببینم عامل چنین لحظاتی رو برای همیشه از دست دادم خیلی حس بدیه و انرژیم رو ازم میگیره,"['بلافاصله', 'لحظات', 'شیرینی', 'تجربه', 'یه', 'حس', 'پوچی', 'ترس', 'بهم', 'دست', 'نکنه', 'یه', 'روز', 'چشم', 'ببینم', 'عامل', 'لحظات', 'دست', 'داد', 'حس', 'بدیه', 'انرژیم', 'ازم', 'میگیره']"
بیایید بهتون روش جذب دخترای شرکت در ۲ روز رو یاد بدم یه ترشی آلبالو میخرید ، میرید تعارف میکنید. روز دوم همه موقع ناهار با لبخند، بشقاب به دست پشت در اتاقتن,2,بیایید بهتون روش جذب دخترای شرکت در ۲ روز رو یاد بدم یه ترشی آلبالو میخرید میرید تعارف میکنید روز دوم همه موقع ناهار با لبخند بشقاب به دست پشت در اتاقتن,"['بیایید', 'بهتون', 'جذب', 'دخترای', 'شرکت', 'روز', 'یاد', 'بدم', 'یه', 'ترشی', 'آلبالو', 'میخرید', 'میرید', 'تعارف', 'میکنید', 'روز', 'موقع', 'ناهار', 'لبخند', 'بشقاب', 'دست', 'اتاقتن']"
١٢بهمن روز ورود #رفيق_دوست هااااى فرصت طلب به سفره انقلاب را تسليت عرض مينماييم!! #بنياد_مستضعفان عجب بنياديست اماما روحت شاد كجايى كه راننده رو ببينى كه چه رانندگانى بهم زده است...,5,١٢بهمن روز ورود هااااى فرصت طلب به سفره انقلاب را تسليت عرض مينماييم عجب بنياديست اماما روحت شاد كجايى كه راننده رو ببينى كه چه رانندگانى بهم زده است,"['بهمن', 'روز', 'ورود', 'های', 'فرصتطلب', 'سفره', 'انقلاب', 'تسلیت', 'عرض', 'مینماییم', 'عجب', 'بنیادیست', 'اماما', 'روح', 'شاد', 'کجایی', 'راننده', 'ببینی', 'رانندگانی', 'بهم', 'زده_است']"
آقای #روحانی نمیشه هر سری هوایی بزنی. بجای هوایی زدن، مخاطبت رو مشخص کن اگر تابع دستور شماست بجای انتقاد، فرمان بده و اگر تبعیت نمیکنن برکنار کن. اگر از زیر مجموعه های دولت نیستند ولی مانع تراشی میکنند و چوب لای چرخ تصمیمات دولت میذارن، واضح و مشخص، معرفیشون کن,4,آقای نمیشه هر سری هوایی بزنی بجای هوایی زدن مخاطبت رو مشخص کن اگر تابع دستور شماست بجای انتقاد فرمان بده و اگر تبعیت نمیکنن برکنار کن اگر از زیر مجموعه های دولت نیستند ولی مانع تراشی میکنند و چوب لای چرخ تصمیمات دولت میذارن واضح و مشخص معرفیشون کن,"['نمیشه', 'سری', 'هوایی', 'بزن', 'بجای', 'هوایی', 'زدن', 'مخاطب', 'کن', 'تابع', 'دستور', 'شماست', 'بجای', 'انتقاد', 'فرمان', 'بده', 'تبعیت', 'نمیکنن', 'برکنار', 'کن', 'مجموعه', 'دولت', 'مانعتراشی', 'چوب', 'لای', 'چرخ', 'تصمیمات', 'دولت', 'میذارن', 'واضح', 'معرفیشون', 'کن']"
فتحی: سهم خواه کسانی هستند که دهها نفر را واسطه کردند تا من به آنها پست بدهم ولی من این کار را نکردم سهم خواه کسانی هستند که به مسئولان وزارت ورزش زنگ زدند تا در باشگاه سمت بگیرند اما باشگاه به آنها سمت نداد متن کامل:,4,فتحی سهم خواه کسانی هستند که دهها نفر را واسطه کردند تا من به آنها پست بدهم ولی من این کار را نکردم سهم خواه کسانی هستند که به مسئولان وزارت ورزش زنگ زدند تا در باشگاه سمت بگیرند اما باشگاه به آنها سمت نداد متن کامل,"['فتحی', 'خواه', 'دهها', 'نفر', 'واسطه', 'پست', 'بده', 'کار', 'نکردم', 'خواه', 'مسئول', 'وزارت', 'ورزش', 'زنگ', 'زدند', 'باشگاه', 'بگیرند', 'باشگاه', 'نداد', 'متن']"
"امروز ۲۸بهمن.. ""خشم مردم از نظام به مرحله فوران رسیده"" مالباختگانِ موسسه ثامن درِ مقابل بانک مرکزی را تخریب کردند.. این خشم با شواف هایی تکراری مثل ۲۲بهمن نه خاموش میشه نه منحرف. #اعتراضات_سراسری",0,امروز ۲۸بهمن خشم مردم از نظام به مرحله فوران رسیده مالباختگان موسسه ثامن در مقابل بانک مرکزی را تخریب کردند این خشم با شواف هایی تکراری مثل ۲۲بهمن نه خاموش میشه نه منحرف,"['امروز', 'بهمن', 'خشم', 'مردم', 'نظام', 'مرحله', 'فوران', 'رسیده', 'مالباختگان', 'موسسه', 'ثامن', 'مقابل', 'بانک', 'مرکزی', 'تخریب', 'خشم', 'شواف', 'تکراری', 'بهمن', 'خاموش', 'میشه', 'منحرف']"
در مورد آدمها قضاوت نکنیم ما برای شگفت انگیز بودن به دنیا آمده ایم نه برای بی نقص بودن....!!!!!!,4,در مورد آدمها قضاوت نکنیم ما برای شگفت انگیز بودن به دنیا آمده ایم نه برای بی نقص بودن,"['آدم', 'قضاوت', 'نکنیم', 'شگفتانگیز', 'دنیا', 'آمده', 'بینقص']"
سلام من اصلا موفق نميشم كارت به كارت انجام بدم مشكل چيه؟,4,سلام من اصلا موفق نميشم كارت به كارت انجام بدم مشكل چيه,"['سلام', 'اصلا', 'موفق', 'نم', 'کارت', 'کارت', 'انجام', 'بدم', 'مشکل', 'چیه']"
یادتونه امام خمینی چی گفت بترسید از خشم مردم,1,یادتونه امام خمینی چی گفت بترسید از خشم مردم,"['یادتونه', 'امام', 'خمینی', 'چی', 'بترسید', 'خشم', 'مردم']"
مسیح جان میخای بیای ایران چکار اینا ک دارن فرار میکنن.بنظرم همونجا تو خیابونا بهتم تجاوز کنن هوس اومدن نکن.,4,مسیح جان میخای بیای ایران چکار اینا ک دارن فرار میکننبنظرم همونجا تو خیابونا بهتم تجاوز کنن هوس اومدن نکن,"['مسیح', 'جان', 'میخا', 'بیای', 'ایران', 'چکار', 'اینا', 'ک', 'دارن', 'فرار', 'میکننبنظرم', 'همونجا', 'خیابونا', 'به', 'تجاوز', 'کنن', 'هوس', 'اومدن', 'نکن']"
" ""یکیشو گرفتم تو شگفت انگیز، عالیه هست، بیسش عالی و صدا خوبی داره، من ایتو با سودو mh3گرفتم دوتاشون عالین.از مسئولان میخواهم #پلاسکوی_روی_آب یعنی #سانچی را فراموش نکنند، به زودی خانوادههای قربانیان این حادثه تلخ، کوهی از مشکلات را در کنار تلخی جانکاه از دست دادن عزیزانشان تجربه میکنند. از همین امروز به فکر فردای این خانوادهها باشید. #پلاسکو #مسجدجامعی",5,یکیشو گرفتم تو شگفت انگیز عالیه هست بیسش عالی و صدا خوبی داره من ایتو با سودو mh3گرفتم دوتاشون عالیناز مسئولان میخواهم یعنی را فراموش نکنند به زودی خانوادههای قربانیان این حادثه تلخ کوهی از مشکلات را در کنار تلخی جانکاه از دست دادن عزیزانشان تجربه میکنند از همین امروز به فکر فردای این خانوادهها باشید,"['یکیشو', 'گرف', 'شگفتانگیز', 'عالیه', 'هست', 'بیس', 'صدا', 'داره', 'ایتو', 'سودو', 'mh', 'گرف', 'دوتاشون', 'عالیناز', 'مسئول', 'میخواهم', 'فراموش', 'نکنند', 'زودی', 'خانواده', 'قربان', 'حادثه', 'تلخ', 'کوهی', 'مشکلات', 'تلخی', 'جانکاه', 'دست', 'عزیزانشان', 'تجربه', 'امروز', 'فردای', 'خانواده', 'باشید']"
یاران چه غریبانه رفتند از این خانه روحشان شاد و یادشان گرامی خداوند متعال به خانواده‌های بزرگوارشان سلامت، صبر و طاقت عطا فرماید.,5,یاران چه غریبانه رفتند از این خانه روحشان شاد و یادشان گرامی خداوند متعال به خانوادههای بزرگوارشان سلامت صبر و طاقت عطا فرماید,"['یاران', 'غریبانه', 'رفتند', 'خانه', 'روح', 'شاد', 'یاد', 'گرامی', 'خداوند', 'متعال', 'خانواده', 'بزرگوار', 'سلامت', 'صبر', 'طاقت', 'عطا', 'فرماید']"
تیم ملی اوریجینال ایران امروز رفت بدون بدرقه مسئولان، مسئولانی که 2 ماه قبل از فینال آسیا خشتک خود را برای تیم ملی فیک میدریدند. به کوری چشم شما تیم ملی اوریجینال با جام برمیگردد اما روز استقبال از قهرمانان ما خشتک شما را میدریم.,0,تیم ملی اوریجینال ایران امروز رفت بدون بدرقه مسئولان مسئولانی که 2 ماه قبل از فینال آسیا خشتک خود را برای تیم ملی فیک میدریدند به کوری چشم شما تیم ملی اوریجینال با جام برمیگردد اما روز استقبال از قهرمانان ما خشتک شما را میدریم,"['تیم', 'ملی', 'اوریجینال', 'ایران', 'امروز', 'بدرقه', 'مسئول', 'مسئولانی', 'ماه', 'فینال', 'آسیا', 'خشتک', 'تیم', 'ملی', 'فیک', 'میدریدند', 'کوری', 'چشم', 'تیم', 'ملی', 'اوریجینال', 'جام', 'برمیگردد', 'روز', 'استقبال', 'قهرمان', 'خشتک', 'میدریم']"
شهریه دانشگاه!!! (ترسناک ترین جمله این روزا),1,شهریه دانشگاه ترسناک ترین جمله این روزا,"['شهریه', 'دانشگاه', 'ترسناک', 'جمله', 'روزا']"
کثافت حالم از همشون بهم میخوره واقعا من اگه تو ایران بدنیا نمیومدم فکر کنم به همه انسانهای رو زمین احترام میزاشتم ولی واقعا دوست دارم اینارو خفه کنم چجوری ترس ونفرت پخش میکنن  باور کن خداهم از اینا بدش میاد میدونم,3,کثافت حالم از همشون بهم میخوره واقعا من اگه تو ایران بدنیا نمیومدم فکر کنم به همه انسانهای رو زمین احترام میزاشتم ولی واقعا دوست دارم اینارو خفه کنم چجوری ترس ونفرت پخش میکنن باور کن خداهم از اینا بدش میاد میدونم,"['کثافت', 'حالم', 'همشون', 'بهم', 'میخوره', 'واقعا', 'اگه', 'ایران', 'بدنیا', 'نمیومدم', 'انسان', 'زمین', 'احترام', 'میزا', 'واقعا', 'دوست', 'دار', 'اینارو', 'خفه', 'چجوری', 'ترس', 'ونفرت', 'میکنن', 'باور', 'کن', 'خداه', 'اینا', 'بد', 'میاد', 'میدونم']"
سلام وقتتون بخیر من این شلوار رو میخوام سفارش بدم. سوالی که داشتم این بود اگه سایز سلوار بهم نخوره میتونم عوضش کنم؟,4,سلام وقتتون بخیر من این شلوار رو میخوام سفارش بدم سوالی که داشتم این بود اگه سایز سلوار بهم نخوره میتونم عوضش کنم,"['سلام', 'وقتتون', 'بخیر', 'شلوار', 'میخوام', 'سفارش', 'بدم', 'سوال', 'دا', 'اگه', 'سایز', 'سلوار', 'بهم', 'نخوره', 'میتون', 'عوض']"
فرار به جلو نام تکنیکی سیاسیست که احزاب یا حکومتهایی که مسئولیتپذیر نیستتد یا از مسئولیت فرار میکنند از آن استفاده میکنند «فرار به جلو، این تکنیک دمده دیکتاتوری ملاشاهی»  #سخنرانی_علی_عبدالرضایی #اسماعیل_بخشی #دی_ماه_فرودستان,4,فرار به جلو نام تکنیکی سیاسیست که احزاب یا حکومتهایی که مسئولیتپذیر نیستتد یا از مسئولیت فرار میکنند از آن استفاده میکنند فرار به جلو این تکنیک دمده دیکتاتوری ملاشاهی,"['فرار', 'جلو', 'نام', 'تکنیکی', 'سیاسیست', 'احزاب', 'حکومت', 'مسئولیتپذیر', 'نیستتد', 'مسئولیت', 'فرار', 'استفاده', 'فرار', 'جلو', 'تکنیک', 'دمده', 'دیکتاتوری', 'ملاشاهی']"
از جشنواره امسال کم کم دارم میفهمم که دیگه پیر شدم، سنم رفته بالا، واقعا شدم سال به سال دریغ از پارسال. یه فیلم میتونم در طول روز ببینم. فیلم بعدی به تپش قلب میگذره و اینکه از صندلی بیام جلوی در روی زمین بشینم فیلم ببینم! آخر هم نصفه فیلم انصراف بدم و بیام خونه!,5,از جشنواره امسال کم کم دارم میفهمم که دیگه پیر شدم سنم رفته بالا واقعا شدم سال به سال دریغ از پارسال یه فیلم میتونم در طول روز ببینم فیلم بعدی به تپش قلب میگذره و اینکه از صندلی بیام جلوی در روی زمین بشینم فیلم ببینم آخر هم نصفه فیلم انصراف بدم و بیام خونه,"['جشنواره', 'امسال', 'کمکم', 'دار', 'میفهمم', 'دیگه', 'پیر', 'شدم', 'سنم', 'رفته', 'واقعا', 'شدم', 'سال', 'سال', 'دریغ', 'پارسال', 'یه', 'فیلم', 'میتون', 'روز', 'ببینم', 'فیلم', 'بعدی', 'تپش', 'قلب', 'میگذره', 'صندلی', 'بیا', 'جلوی', 'زمین', 'بشین', 'فیلم', 'ببینم', 'آخر', 'نصفه', 'فیلم', 'انصراف', 'بدم', 'بیا', 'خونه']"
خیلی اعصابم خرابه. کلا هروقت یه کاری رو نتونم انجام بدم اعصابم خراب میشه. بخشی از موهام میریزه و پاچهی همه رو میگیرم.,0,خیلی اعصابم خرابه کلا هروقت یه کاری رو نتونم انجام بدم اعصابم خراب میشه بخشی از موهام میریزه و پاچهی همه رو میگیرم,"['اعصاب', 'خرابه', 'کلا', 'هروق', 'یه', 'کار', 'نتونم', 'انجام', 'بدم', 'اعصاب', 'خراب', 'میشه', 'مو', 'میریزه', 'پاچه', 'میگیرم']"
در شرایط فعلیم از دغدغه های والاتون ، مثلا وای دارم میرم آمریکا حالا غم عالم ریخته رو سرم که اونجا توالت فرنگیه راحت نیستم انقدر بدم میاد که حد نداره، میخوام بگیرم بزنمتون آدم شید چرت و پرت نگید,3,در شرایط فعلیم از دغدغه های والاتون مثلا وای دارم میرم آمریکا حالا غم عالم ریخته رو سرم که اونجا توالت فرنگیه راحت نیستم انقدر بدم میاد که حد نداره میخوام بگیرم بزنمتون آدم شید چرت و پرت نگید,"['شرایط', 'فعل', 'دغدغه', 'والاتون', 'مثلا', 'وای', 'دار', 'میر', 'آمریکا', 'غم', 'عالم', 'ریخته', 'سر', 'اونجا', 'توالت', 'فرنگیه', 'راحت', 'نیستم', 'انقدر', 'بدم', 'میاد', 'نداره', 'میخوام', 'بگیر', 'بزنمتون', 'آدم', 'شید', 'چرت', 'پرت', 'نگید']"
از در وزرا اومدم بیرون یه بچه محصل و گرفته بودن دیدم بهار میگه من شلوارمو بدم بهش؟؟ با تعجب میگم بهار جان خودت چی پس؟ نگام میکنه میگه بابا زیرشم شلوار پوشیدم باز,6,از در وزرا اومدم بیرون یه بچه محصل و گرفته بودن دیدم بهار میگه من شلوارمو بدم بهش با تعجب میگم بهار جان خودت چی پس نگام میکنه میگه بابا زیرشم شلوار پوشیدم باز,"['وزرا', 'اومدم', 'یه', 'بچه', 'محصل', 'دید', 'بهار', 'میگه', 'شلوارمو', 'بدم', 'بهش', 'تعجب', 'میگ', 'بهار', 'جان', 'خودت', 'چی', 'نگام', 'میکنه', 'میگه', 'بابا', 'زیر', 'شلوار', 'پوشیدم']"
ربات؟؟؟؟ خداوکیل عجب رویی دارین شما ، من فقط یک سوال از شما دارم ، میشه تاریخ بدین کی رژیم چنج میشه؟ مثلا بگو یک ماه یک سال ده سال ??????,6,ربات خداوکیل عجب رویی دارین شما من فقط یک سوال از شما دارم میشه تاریخ بدین کی رژیم چنج میشه مثلا بگو یک ماه یک سال ده سال,"['ربات', 'خداوکیل', 'عجب', 'رو', 'دارین', 'سوال', 'دار', 'میشه', 'تاریخ', 'بدین', 'کی', 'رژیم', 'چنج', 'میشه', 'مثلا', 'بگو', 'ماه', 'سال', 'ده', 'سال']"
به اين ميگن يك جمع و يك اواز خوانى ايرانى و اصيل كه هم شاد و اذيت كننده نيست و همه هم ميپسندن . نه مثل اونا كه چند وقت پيش زير پل خاجو جمع شده بودن كنسرت گذاشته بودن پليس هم اومد جمعشون كرد ?,4,به اين ميگن يك جمع و يك اواز خوانى ايرانى و اصيل كه هم شاد و اذيت كننده نيست و همه هم ميپسندن نه مثل اونا كه چند وقت پيش زير پل خاجو جمع شده بودن كنسرت گذاشته بودن پليس هم اومد جمعشون كرد,"['میگن', 'اواز', 'خوان', 'ایرانی', 'اصیل', 'شاد', 'اذیت', 'میپسندن', 'اونا', 'وقت', 'پل', 'خاجو', 'کنسرت', 'گذاشته', 'پلیس', 'اومد', 'جمعشون']"
زندگی مثل مجموعه ای بی پایان از بدبختی هاست که تنها پیام بازرگانی مختصری از خوشبختی داره....,5,زندگی مثل مجموعه ای بی پایان از بدبختی هاست که تنها پیام بازرگانی مختصری از خوشبختی داره,"['زندگی', 'مجموعه', 'بیپایان', 'بدبختی', 'هاست', 'پیام', 'بازرگانی', 'مختصر', 'خوشبختی', 'داره']"
در محلهی مـا پـدران کار مـیکننـد مـادران کار میکننـد و غـم مســوول بــزرگ کـــردن بچــههاسـت. #محسن_بیدوازی,5,در محلهی مـا پـدران کار مـیکننـد مـادران کار میکننـد و غـم مســوول بــزرگ کـــردن بچــههاسـت,"['محله', 'پدران', 'کار', 'مادران', 'کار', 'غم', 'مسوول', 'بچههاست']"
